PID,Order Date,Customer Key,Sales Territory Region,Sales Order Number,Sales Order Line Number,Order Quantity,Unit Price
528,00:00.0,25056,New Zealand,SO64615,1,1,4.99
480,00:00.0,25056,New Zealand,SO64615,2,1,2.29
477,00:00.0,23543,New Zealand,SO64616,1,1,4.99
484,00:00.0,23543,New Zealand,SO64616,2,1,7.95
477,00:00.0,28716,New Zealand,SO64617,1,1,4.99
465,00:00.0,28716,New Zealand,SO64617,2,1,24.49
535,00:00.0,11951,New Zealand,SO64622,1,1,24.99
528,00:00.0,11951,New Zealand,SO64622,2,1,4.99
477,00:00.0,11951,New Zealand,SO64622,3,1,4.99
478,00:00.0,11951,New Zealand,SO64622,4,1,9.99
480,00:00.0,11951,New Zealand,SO64622,5,1,2.29
581,00:00.0,15037,New Zealand,SO64658,1,1,1700.99
529,00:00.0,15037,New Zealand,SO64658,2,1,3.99
539,00:00.0,15037,New Zealand,SO64658,3,1,24.99
487,00:00.0,15037,New Zealand,SO64658,4,1,54.99
580,00:00.0,21192,New Zealand,SO64659,1,1,1700.99
222,00:00.0,21192,New Zealand,SO64659,2,1,34.99
237,00:00.0,21192,New Zealand,SO64659,3,1,49.99
584,00:00.0,24007,New Zealand,SO64660,1,1,539.99
467,00:00.0,24007,New Zealand,SO64660,2,1,24.49
222,00:00.0,24007,New Zealand,SO64660,3,1,34.99
605,00:00.0,29097,New Zealand,SO64661,1,1,539.99
479,00:00.0,29097,New Zealand,SO64661,2,1,8.99
363,00:00.0,14220,New Zealand,SO64662,1,1,2294.99
485,00:00.0,14220,New Zealand,SO64662,2,1,21.98
222,00:00.0,14220,New Zealand,SO64662,3,1,34.99
481,00:00.0,14220,New Zealand,SO64662,4,1,8.99
363,00:00.0,14226,New Zealand,SO64663,1,1,2294.99
537,00:00.0,14226,New Zealand,SO64663,2,1,35
528,00:00.0,14226,New Zealand,SO64663,3,1,4.99
222,00:00.0,14226,New Zealand,SO64663,4,1,34.99
562,00:00.0,11110,New Zealand,SO64674,1,1,2384.07
477,00:00.0,11110,New Zealand,SO64674,2,1,4.99
479,00:00.0,11110,New Zealand,SO64674,3,1,8.99
588,00:00.0,17242,New Zealand,SO64675,1,1,769.49
477,00:00.0,17242,New Zealand,SO64675,2,1,4.99
478,00:00.0,17242,New Zealand,SO64675,3,1,9.99
463,00:00.0,17242,New Zealand,SO64675,4,1,24.49
584,00:00.0,23994,New Zealand,SO64676,1,1,539.99
479,00:00.0,23994,New Zealand,SO64676,2,1,8.99
477,00:00.0,23994,New Zealand,SO64676,3,1,4.99
487,00:00.0,23994,New Zealand,SO64676,4,1,54.99
536,00:00.0,17230,New Zealand,SO64678,1,1,29.99
477,00:00.0,28922,New Zealand,SO64679,1,1,4.99
465,00:00.0,28922,New Zealand,SO64679,2,1,24.49
528,00:00.0,21372,New Zealand,SO64680,1,1,4.99
478,00:00.0,21372,New Zealand,SO64680,2,1,9.99
477,00:00.0,21372,New Zealand,SO64680,3,1,4.99
487,00:00.0,21372,New Zealand,SO64680,4,1,54.99
477,00:00.0,28944,New Zealand,SO64681,1,1,4.99
478,00:00.0,28944,New Zealand,SO64681,2,1,9.99
225,00:00.0,28944,New Zealand,SO64681,3,1,8.99
540,00:00.0,16618,New Zealand,SO64682,1,1,32.6
529,00:00.0,16618,New Zealand,SO64682,2,1,3.99
480,00:00.0,16618,New Zealand,SO64682,3,1,2.29
484,00:00.0,11466,New Zealand,SO64683,1,1,7.95
484,00:00.0,11094,New Zealand,SO64684,1,1,7.95
483,00:00.0,11094,New Zealand,SO64684,2,1,120
480,00:00.0,18728,New Zealand,SO64685,1,1,2.29
484,00:00.0,18728,New Zealand,SO64685,2,1,7.95
477,00:00.0,11073,New Zealand,SO64686,1,1,4.99
479,00:00.0,11073,New Zealand,SO64686,2,1,8.99
225,00:00.0,11073,New Zealand,SO64686,3,1,8.99
606,00:00.0,24006,New Zealand,SO64717,1,1,539.99
604,00:00.0,27584,New Zealand,SO64718,1,1,539.99
214,00:00.0,27584,New Zealand,SO64718,2,1,34.99
467,00:00.0,27584,New Zealand,SO64718,3,1,24.49
390,00:00.0,25030,New Zealand,SO64719,1,1,1120.49
217,00:00.0,25030,New Zealand,SO64719,2,1,34.99
467,00:00.0,25030,New Zealand,SO64719,3,1,24.49
372,00:00.0,21168,New Zealand,SO64720,1,1,2443.35
353,00:00.0,13959,New Zealand,SO64721,1,1,2319.99
528,00:00.0,13959,New Zealand,SO64721,2,1,4.99
537,00:00.0,13959,New Zealand,SO64721,3,1,35
480,00:00.0,13959,New Zealand,SO64721,4,1,2.29
562,00:00.0,11916,New Zealand,SO64727,1,1,2384.07
479,00:00.0,11916,New Zealand,SO64727,2,1,8.99
477,00:00.0,11916,New Zealand,SO64727,3,1,4.99
588,00:00.0,17241,New Zealand,SO64728,1,1,769.49
222,00:00.0,17241,New Zealand,SO64728,2,1,34.99
539,00:00.0,17075,New Zealand,SO64730,1,1,24.99
480,00:00.0,17075,New Zealand,SO64730,2,1,2.29
477,00:00.0,24370,New Zealand,SO64731,1,1,4.99
487,00:00.0,24370,New Zealand,SO64731,2,1,54.99
484,00:00.0,24370,New Zealand,SO64731,3,1,7.95
535,00:00.0,11122,New Zealand,SO64738,1,1,24.99
582,00:00.0,21191,New Zealand,SO64773,1,1,1700.99
539,00:00.0,21191,New Zealand,SO64773,2,1,24.99
386,00:00.0,25252,New Zealand,SO64774,1,1,1120.49
479,00:00.0,25252,New Zealand,SO64774,2,1,8.99
477,00:00.0,25252,New Zealand,SO64774,3,1,4.99
214,00:00.0,25252,New Zealand,SO64774,4,1,34.99
465,00:00.0,25252,New Zealand,SO64774,5,1,24.49
386,00:00.0,25112,New Zealand,SO64775,1,1,1120.49
217,00:00.0,25112,New Zealand,SO64775,2,1,34.99
596,00:00.0,18196,New Zealand,SO64776,1,1,539.99
478,00:00.0,18196,New Zealand,SO64776,2,1,9.99
477,00:00.0,18196,New Zealand,SO64776,3,1,4.99
575,00:00.0,11990,New Zealand,SO64786,1,1,2384.07
222,00:00.0,11990,New Zealand,SO64786,2,1,34.99
590,00:00.0,17246,New Zealand,SO64787,1,1,769.49
536,00:00.0,17246,New Zealand,SO64787,2,1,29.99
480,00:00.0,17246,New Zealand,SO64787,3,1,2.29
606,00:00.0,23995,New Zealand,SO64788,1,1,539.99
576,00:00.0,11111,New Zealand,SO64789,1,1,2384.07
541,00:00.0,11111,New Zealand,SO64789,2,1,28.99
530,00:00.0,11111,New Zealand,SO64789,3,1,4.99
478,00:00.0,15242,New Zealand,SO64792,1,1,9.99
530,00:00.0,23329,New Zealand,SO64793,1,1,4.99
214,00:00.0,23329,New Zealand,SO64793,2,1,34.99
225,00:00.0,14854,New Zealand,SO64794,1,1,8.99
384,00:00.0,25249,New Zealand,SO64843,1,1,1120.49
479,00:00.0,25249,New Zealand,SO64843,2,1,8.99
477,00:00.0,25249,New Zealand,SO64843,3,1,4.99
222,00:00.0,25249,New Zealand,SO64843,4,1,34.99
372,00:00.0,18245,New Zealand,SO64844,1,1,2443.35
372,00:00.0,20627,New Zealand,SO64845,1,1,2443.35
479,00:00.0,20627,New Zealand,SO64845,2,1,8.99
477,00:00.0,20627,New Zealand,SO64845,3,1,4.99
225,00:00.0,20627,New Zealand,SO64845,4,1,8.99
561,00:00.0,11908,New Zealand,SO64849,1,1,2384.07
564,00:00.0,11914,New Zealand,SO64850,1,1,2384.07
479,00:00.0,11914,New Zealand,SO64850,2,1,8.99
477,00:00.0,11914,New Zealand,SO64850,3,1,4.99
487,00:00.0,11914,New Zealand,SO64850,4,1,54.99
484,00:00.0,11914,New Zealand,SO64850,5,1,7.95
562,00:00.0,11963,New Zealand,SO64851,1,1,2384.07
477,00:00.0,11963,New Zealand,SO64851,2,1,4.99
479,00:00.0,11963,New Zealand,SO64851,3,1,8.99
574,00:00.0,11994,New Zealand,SO64852,1,1,2384.07
217,00:00.0,11994,New Zealand,SO64852,2,1,34.99
568,00:00.0,14310,New Zealand,SO64853,1,1,742.35
479,00:00.0,14310,New Zealand,SO64853,2,1,8.99
477,00:00.0,14310,New Zealand,SO64853,3,1,4.99
484,00:00.0,14310,New Zealand,SO64853,4,1,7.95
374,00:00.0,20620,New Zealand,SO64854,1,1,2443.35
477,00:00.0,20620,New Zealand,SO64854,2,1,4.99
479,00:00.0,20620,New Zealand,SO64854,3,1,8.99
225,00:00.0,20620,New Zealand,SO64854,4,1,8.99
537,00:00.0,19673,New Zealand,SO64855,1,1,35
480,00:00.0,19673,New Zealand,SO64855,2,1,2.29
474,00:00.0,22147,New Zealand,SO64856,1,1,69.99
529,00:00.0,25128,New Zealand,SO64857,1,1,3.99
538,00:00.0,25128,New Zealand,SO64857,2,1,21.49
217,00:00.0,25128,New Zealand,SO64857,3,1,34.99
237,00:00.0,14278,New Zealand,SO64858,1,1,49.99
225,00:00.0,15031,New Zealand,SO64859,1,1,8.99
225,00:00.0,17324,New Zealand,SO64860,1,1,8.99
386,00:00.0,25821,New Zealand,SO64887,1,1,1120.49
214,00:00.0,25821,New Zealand,SO64887,2,1,34.99
467,00:00.0,25821,New Zealand,SO64887,3,1,24.49
376,00:00.0,20623,New Zealand,SO64888,1,1,2443.35
529,00:00.0,20623,New Zealand,SO64888,2,1,3.99
540,00:00.0,20623,New Zealand,SO64888,3,1,32.6
217,00:00.0,20623,New Zealand,SO64888,4,1,34.99
561,00:00.0,11915,New Zealand,SO64896,1,1,2384.07
477,00:00.0,11915,New Zealand,SO64896,2,1,4.99
479,00:00.0,11915,New Zealand,SO64896,3,1,8.99
537,00:00.0,21554,New Zealand,SO64898,1,1,35
528,00:00.0,21554,New Zealand,SO64898,2,1,4.99
214,00:00.0,21554,New Zealand,SO64898,3,1,34.99
529,00:00.0,15019,New Zealand,SO64899,1,1,3.99
539,00:00.0,15019,New Zealand,SO64899,2,1,24.99
217,00:00.0,15019,New Zealand,SO64899,3,1,34.99
528,00:00.0,21376,New Zealand,SO64900,1,1,4.99
475,00:00.0,13047,New Zealand,SO64901,1,1,69.99
488,00:00.0,13047,New Zealand,SO64901,2,1,53.99
237,00:00.0,14318,New Zealand,SO64902,1,1,49.99
465,00:00.0,14318,New Zealand,SO64902,2,1,24.49
479,00:00.0,19955,New Zealand,SO64903,1,1,8.99
477,00:00.0,19955,New Zealand,SO64903,2,1,4.99
483,00:00.0,19955,New Zealand,SO64903,3,1,120
225,00:00.0,19955,New Zealand,SO64903,4,1,8.99
580,00:00.0,23645,New Zealand,SO64934,1,1,1700.99
489,00:00.0,23645,New Zealand,SO64934,2,1,53.99
581,00:00.0,15040,New Zealand,SO64935,1,1,1700.99
217,00:00.0,15040,New Zealand,SO64935,2,1,34.99
582,00:00.0,15035,New Zealand,SO64936,1,1,1700.99
390,00:00.0,25222,New Zealand,SO64937,1,1,1120.49
390,00:00.0,25235,New Zealand,SO64938,1,1,1120.49
214,00:00.0,25235,New Zealand,SO64938,2,1,34.99
357,00:00.0,13960,New Zealand,SO64939,1,1,2319.99
480,00:00.0,13960,New Zealand,SO64939,2,1,2.29
564,00:00.0,11976,New Zealand,SO64947,1,1,2384.07
225,00:00.0,11976,New Zealand,SO64947,2,1,8.99
529,00:00.0,15581,New Zealand,SO64952,1,1,3.99
539,00:00.0,15581,New Zealand,SO64952,2,1,24.99
222,00:00.0,15581,New Zealand,SO64952,3,1,34.99
539,00:00.0,14313,New Zealand,SO64953,1,1,24.99
529,00:00.0,14313,New Zealand,SO64953,2,1,3.99
217,00:00.0,14313,New Zealand,SO64953,3,1,34.99
528,00:00.0,21196,New Zealand,SO64954,1,1,4.99
536,00:00.0,21196,New Zealand,SO64954,2,1,29.99
538,00:00.0,19624,New Zealand,SO64955,1,1,21.49
480,00:00.0,19624,New Zealand,SO64955,2,1,2.29
477,00:00.0,28718,New Zealand,SO64956,1,1,4.99
488,00:00.0,28718,New Zealand,SO64956,2,1,53.99
225,00:00.0,28718,New Zealand,SO64956,3,1,8.99
477,00:00.0,22911,New Zealand,SO64957,1,1,4.99
222,00:00.0,22911,New Zealand,SO64957,2,1,34.99
225,00:00.0,22955,New Zealand,SO64958,1,1,8.99
477,00:00.0,22955,New Zealand,SO64958,2,1,4.99
478,00:00.0,25017,New Zealand,SO64959,1,1,9.99
477,00:00.0,25017,New Zealand,SO64959,2,1,4.99
540,00:00.0,16614,New Zealand,SO64960,1,1,32.6
529,00:00.0,16614,New Zealand,SO64960,2,1,3.99
480,00:00.0,16614,New Zealand,SO64960,3,1,2.29
228,00:00.0,17067,New Zealand,SO64961,1,1,49.99
225,00:00.0,18221,New Zealand,SO64962,1,1,8.99
581,00:00.0,15038,New Zealand,SO65005,1,1,1700.99
580,00:00.0,23649,New Zealand,SO65006,1,1,1700.99
225,00:00.0,23649,New Zealand,SO65006,2,1,8.99
491,00:00.0,23649,New Zealand,SO65006,3,1,53.99
388,00:00.0,25294,New Zealand,SO65007,1,1,1120.49
490,00:00.0,25294,New Zealand,SO65007,2,1,53.99
225,00:00.0,25294,New Zealand,SO65007,3,1,8.99
384,00:00.0,17736,New Zealand,SO65008,1,1,1120.49
214,00:00.0,17736,New Zealand,SO65008,2,1,34.99
482,00:00.0,17736,New Zealand,SO65008,3,1,8.99
378,00:00.0,20624,New Zealand,SO65009,1,1,2443.35
361,00:00.0,14033,New Zealand,SO65010,1,1,2294.99
579,00:00.0,14225,New Zealand,SO65020,1,1,1214.85
214,00:00.0,14225,New Zealand,SO65020,2,1,34.99
535,00:00.0,11121,New Zealand,SO65022,1,1,24.99
480,00:00.0,11121,New Zealand,SO65022,2,1,2.29
484,00:00.0,11121,New Zealand,SO65022,3,1,7.95
529,00:00.0,17296,New Zealand,SO65023,1,1,3.99
539,00:00.0,17296,New Zealand,SO65023,2,1,24.99
214,00:00.0,17296,New Zealand,SO65023,3,1,34.99
539,00:00.0,15235,New Zealand,SO65024,1,1,24.99
529,00:00.0,15235,New Zealand,SO65024,2,1,3.99
222,00:00.0,15235,New Zealand,SO65024,3,1,34.99
491,00:00.0,15235,New Zealand,SO65024,4,1,53.99
485,00:00.0,19103,New Zealand,SO65025,1,1,21.98
528,00:00.0,21184,New Zealand,SO65026,1,1,4.99
537,00:00.0,21184,New Zealand,SO65026,2,1,35
217,00:00.0,21184,New Zealand,SO65026,3,1,34.99
538,00:00.0,25809,New Zealand,SO65027,1,1,21.49
228,00:00.0,14069,New Zealand,SO65028,1,1,49.99
480,00:00.0,18298,New Zealand,SO65029,1,1,2.29
480,00:00.0,18704,New Zealand,SO65030,1,1,2.29
372,00:00.0,21202,New Zealand,SO65067,1,1,2443.35
484,00:00.0,21202,New Zealand,SO65067,2,1,7.95
376,00:00.0,21203,New Zealand,SO65068,1,1,2443.35
479,00:00.0,21203,New Zealand,SO65068,2,1,8.99
372,00:00.0,18268,New Zealand,SO65069,1,1,2443.35
540,00:00.0,18268,New Zealand,SO65069,2,1,32.6
529,00:00.0,18268,New Zealand,SO65069,3,1,3.99
217,00:00.0,18268,New Zealand,SO65069,4,1,34.99
482,00:00.0,18268,New Zealand,SO65069,5,1,8.99
355,00:00.0,14219,New Zealand,SO65070,1,1,2319.99
528,00:00.0,14219,New Zealand,SO65070,2,1,4.99
537,00:00.0,14219,New Zealand,SO65070,3,1,35
214,00:00.0,14219,New Zealand,SO65070,4,1,34.99
491,00:00.0,14219,New Zealand,SO65070,5,1,53.99
225,00:00.0,14219,New Zealand,SO65070,6,1,8.99
353,00:00.0,13964,New Zealand,SO65071,1,1,2319.99
485,00:00.0,13964,New Zealand,SO65071,2,1,21.98
576,00:00.0,11986,New Zealand,SO65087,1,1,2384.07
477,00:00.0,11986,New Zealand,SO65087,2,1,4.99
479,00:00.0,11986,New Zealand,SO65087,3,1,8.99
487,00:00.0,11986,New Zealand,SO65087,4,1,54.99
567,00:00.0,29090,New Zealand,SO65088,1,1,742.35
541,00:00.0,29090,New Zealand,SO65088,2,1,28.99
530,00:00.0,29090,New Zealand,SO65088,3,1,4.99
480,00:00.0,29090,New Zealand,SO65088,4,1,2.29
535,00:00.0,14221,New Zealand,SO65091,1,1,24.99
528,00:00.0,14221,New Zealand,SO65091,2,1,4.99
480,00:00.0,14221,New Zealand,SO65091,3,1,2.29
538,00:00.0,26034,New Zealand,SO65092,1,1,21.49
530,00:00.0,23087,New Zealand,SO65093,1,1,4.99
217,00:00.0,23087,New Zealand,SO65093,2,1,34.99
480,00:00.0,18712,New Zealand,SO65094,1,1,2.29
583,00:00.0,20429,New Zealand,SO65138,1,1,1700.99
222,00:00.0,20429,New Zealand,SO65138,2,1,34.99
471,00:00.0,20429,New Zealand,SO65138,3,1,63.5
581,00:00.0,20284,New Zealand,SO65139,1,1,1700.99
479,00:00.0,20284,New Zealand,SO65139,2,1,8.99
477,00:00.0,20284,New Zealand,SO65139,3,1,4.99
222,00:00.0,20284,New Zealand,SO65139,4,1,34.99
384,00:00.0,25250,New Zealand,SO65140,1,1,1120.49
529,00:00.0,25250,New Zealand,SO65140,2,1,3.99
539,00:00.0,25250,New Zealand,SO65140,3,1,24.99
222,00:00.0,25250,New Zealand,SO65140,4,1,34.99
388,00:00.0,25271,New Zealand,SO65141,1,1,1120.49
217,00:00.0,25271,New Zealand,SO65141,2,1,34.99
378,00:00.0,21167,New Zealand,SO65142,1,1,2443.35
540,00:00.0,21167,New Zealand,SO65142,2,1,32.6
359,00:00.0,11998,New Zealand,SO65143,1,1,2294.99
537,00:00.0,11998,New Zealand,SO65143,2,1,35
528,00:00.0,11998,New Zealand,SO65143,3,1,4.99
480,00:00.0,11998,New Zealand,SO65143,4,1,2.29
355,00:00.0,14210,New Zealand,SO65144,1,1,2319.99
478,00:00.0,14210,New Zealand,SO65144,2,1,9.99
477,00:00.0,14210,New Zealand,SO65144,3,1,4.99
589,00:00.0,11360,New Zealand,SO65150,1,1,769.49
225,00:00.0,11360,New Zealand,SO65150,2,1,8.99
475,00:00.0,11360,New Zealand,SO65150,3,1,69.99
485,00:00.0,23563,New Zealand,SO65331,1,1,21.98
217,00:00.0,23563,New Zealand,SO65331,2,1,34.99
225,00:00.0,24473,New Zealand,SO65332,1,1,8.99
477,00:00.0,24473,New Zealand,SO65332,2,1,4.99
225,00:00.0,22002,New Zealand,SO65333,1,1,8.99
474,00:00.0,22002,New Zealand,SO65333,2,1,69.99
478,00:00.0,29320,New Zealand,SO65334,1,1,9.99
477,00:00.0,29320,New Zealand,SO65334,2,1,4.99
482,00:00.0,29320,New Zealand,SO65334,3,1,8.99
483,00:00.0,13628,New Zealand,SO65335,1,1,120
540,00:00.0,16674,New Zealand,SO65336,1,1,32.6
529,00:00.0,16674,New Zealand,SO65336,2,1,3.99
480,00:00.0,16674,New Zealand,SO65336,3,1,2.29
583,00:00.0,15044,New Zealand,SO65375,1,1,1700.99
539,00:00.0,15044,New Zealand,SO65375,2,1,24.99
529,00:00.0,15044,New Zealand,SO65375,3,1,3.99
467,00:00.0,15044,New Zealand,SO65375,4,1,24.49
582,00:00.0,21195,New Zealand,SO65376,1,1,1700.99
580,00:00.0,21228,New Zealand,SO65377,1,1,1700.99
489,00:00.0,21228,New Zealand,SO65377,2,1,53.99
382,00:00.0,26162,New Zealand,SO65378,1,1,1120.49
386,00:00.0,26167,New Zealand,SO65379,1,1,1120.49
374,00:00.0,21561,New Zealand,SO65380,1,1,2443.35
540,00:00.0,21561,New Zealand,SO65380,2,1,32.6
529,00:00.0,21561,New Zealand,SO65380,3,1,3.99
467,00:00.0,21561,New Zealand,SO65380,4,1,24.49
353,00:00.0,14262,New Zealand,SO65381,1,1,2319.99
537,00:00.0,14262,New Zealand,SO65381,2,1,35
480,00:00.0,14262,New Zealand,SO65381,3,1,2.29
357,00:00.0,14276,New Zealand,SO65382,1,1,2319.99
478,00:00.0,14276,New Zealand,SO65382,2,1,9.99
477,00:00.0,14276,New Zealand,SO65382,3,1,4.99
214,00:00.0,14276,New Zealand,SO65382,4,1,34.99
463,00:00.0,14276,New Zealand,SO65382,5,1,24.49
361,00:00.0,14287,New Zealand,SO65383,1,1,2294.99
487,00:00.0,14287,New Zealand,SO65383,2,1,54.99
576,00:00.0,12353,New Zealand,SO65394,1,1,2384.07
573,00:00.0,12671,New Zealand,SO65395,1,1,2384.07
477,00:00.0,12671,New Zealand,SO65395,2,1,4.99
479,00:00.0,12671,New Zealand,SO65395,3,1,8.99
222,00:00.0,12671,New Zealand,SO65395,4,1,34.99
588,00:00.0,11363,New Zealand,SO65396,1,1,769.49
474,00:00.0,11363,New Zealand,SO65396,2,1,69.99
488,00:00.0,11363,New Zealand,SO65396,3,1,53.99
535,00:00.0,13157,New Zealand,SO65398,1,1,24.99
539,00:00.0,15153,New Zealand,SO65399,1,1,24.99
485,00:00.0,18261,New Zealand,SO65400,1,1,21.98
487,00:00.0,18261,New Zealand,SO65400,2,1,54.99
474,00:00.0,26425,New Zealand,SO65401,1,1,69.99
530,00:00.0,15025,New Zealand,SO65402,1,1,4.99
479,00:00.0,15025,New Zealand,SO65402,2,1,8.99
477,00:00.0,15025,New Zealand,SO65402,3,1,4.99
214,00:00.0,15025,New Zealand,SO65402,4,1,34.99
228,00:00.0,15025,New Zealand,SO65402,5,1,49.99
228,00:00.0,14674,New Zealand,SO65403,1,1,49.99
386,00:00.0,25829,New Zealand,SO65436,1,1,1120.49
237,00:00.0,25829,New Zealand,SO65436,2,1,49.99
463,00:00.0,25829,New Zealand,SO65436,3,1,24.49
382,00:00.0,17911,New Zealand,SO65437,1,1,1120.49
604,00:00.0,29182,New Zealand,SO65438,1,1,539.99
606,00:00.0,24241,New Zealand,SO65439,1,1,539.99
477,00:00.0,24241,New Zealand,SO65439,2,1,4.99
479,00:00.0,24241,New Zealand,SO65439,3,1,8.99
584,00:00.0,24169,New Zealand,SO65440,1,1,539.99
479,00:00.0,24169,New Zealand,SO65440,2,1,8.99
477,00:00.0,24169,New Zealand,SO65440,3,1,4.99
584,00:00.0,24177,New Zealand,SO65441,1,1,539.99
357,00:00.0,14322,New Zealand,SO65442,1,1,2319.99
376,00:00.0,18276,New Zealand,SO65443,1,1,2443.35
214,00:00.0,18276,New Zealand,SO65443,2,1,34.99
231,00:00.0,18276,New Zealand,SO65443,3,1,49.99
357,00:00.0,14261,New Zealand,SO65444,1,1,2319.99
217,00:00.0,14261,New Zealand,SO65444,2,1,34.99
536,00:00.0,20604,New Zealand,SO65457,1,1,29.99
473,00:00.0,20604,New Zealand,SO65457,2,1,63.5
528,00:00.0,21880,New Zealand,SO65458,1,1,4.99
537,00:00.0,21880,New Zealand,SO65458,2,1,35
530,00:00.0,27708,New Zealand,SO65459,1,1,4.99
465,00:00.0,27708,New Zealand,SO65459,2,1,24.49
217,00:00.0,27708,New Zealand,SO65459,3,1,34.99
477,00:00.0,11079,New Zealand,SO65460,1,1,4.99
479,00:00.0,11079,New Zealand,SO65460,2,1,8.99
225,00:00.0,11079,New Zealand,SO65460,3,1,8.99
529,00:00.0,16621,New Zealand,SO65461,1,1,3.99
540,00:00.0,16621,New Zealand,SO65461,2,1,32.6
583,00:00.0,21206,New Zealand,SO65494,1,1,1700.99
384,00:00.0,17917,New Zealand,SO65495,1,1,1120.49
222,00:00.0,17917,New Zealand,SO65495,2,1,34.99
355,00:00.0,14323,New Zealand,SO65496,1,1,2319.99
537,00:00.0,14323,New Zealand,SO65496,2,1,35
485,00:00.0,14323,New Zealand,SO65496,3,1,21.98
480,00:00.0,14323,New Zealand,SO65496,4,1,2.29
595,00:00.0,12573,New Zealand,SO65497,1,1,564.99
489,00:00.0,12573,New Zealand,SO65497,2,1,53.99
587,00:00.0,17248,New Zealand,SO65504,1,1,769.49
214,00:00.0,17248,New Zealand,SO65504,2,1,34.99
536,00:00.0,20252,New Zealand,SO65505,1,1,29.99
528,00:00.0,20252,New Zealand,SO65505,2,1,4.99
222,00:00.0,20252,New Zealand,SO65505,3,1,34.99
537,00:00.0,18897,New Zealand,SO65506,1,1,35
480,00:00.0,18897,New Zealand,SO65506,2,1,2.29
530,00:00.0,28139,New Zealand,SO65507,1,1,4.99
480,00:00.0,28139,New Zealand,SO65507,2,1,2.29
483,00:00.0,28139,New Zealand,SO65507,3,1,120
528,00:00.0,25814,New Zealand,SO65508,1,1,4.99
485,00:00.0,25814,New Zealand,SO65508,2,1,21.98
222,00:00.0,25814,New Zealand,SO65508,3,1,34.99
489,00:00.0,17231,New Zealand,SO65509,1,1,53.99
583,00:00.0,21193,New Zealand,SO65543,1,1,1700.99
479,00:00.0,21193,New Zealand,SO65543,2,1,8.99
477,00:00.0,21193,New Zealand,SO65543,3,1,4.99
225,00:00.0,21193,New Zealand,SO65543,4,1,8.99
388,00:00.0,26153,New Zealand,SO65544,1,1,1120.49
491,00:00.0,26153,New Zealand,SO65544,2,1,53.99
388,00:00.0,25958,New Zealand,SO65545,1,1,1120.49
606,00:00.0,24247,New Zealand,SO65546,1,1,539.99
584,00:00.0,27598,New Zealand,SO65547,1,1,539.99
477,00:00.0,27598,New Zealand,SO65547,2,1,4.99
479,00:00.0,27598,New Zealand,SO65547,3,1,8.99
480,00:00.0,27598,New Zealand,SO65547,4,1,2.29
471,00:00.0,27692,New Zealand,SO65548,1,1,63.5
604,00:00.0,27692,New Zealand,SO65548,2,1,539.99
355,00:00.0,11038,New Zealand,SO65549,1,1,2319.99
567,00:00.0,14260,New Zealand,SO65559,1,1,742.35
479,00:00.0,14260,New Zealand,SO65559,2,1,8.99
563,00:00.0,12349,New Zealand,SO65560,1,1,2384.07
225,00:00.0,12349,New Zealand,SO65560,2,1,8.99
536,00:00.0,16634,New Zealand,SO65565,1,1,29.99
528,00:00.0,16634,New Zealand,SO65565,2,1,4.99
537,00:00.0,26769,New Zealand,SO65566,1,1,35
480,00:00.0,26769,New Zealand,SO65566,2,1,2.29
237,00:00.0,17281,New Zealand,SO65567,1,1,49.99
225,00:00.0,17281,New Zealand,SO65567,2,1,8.99
225,00:00.0,18261,New Zealand,SO65568,1,1,8.99
361,00:00.0,15122,New Zealand,SO65610,1,1,2294.99
485,00:00.0,15122,New Zealand,SO65610,2,1,21.98
225,00:00.0,15122,New Zealand,SO65610,3,1,8.99
386,00:00.0,17913,New Zealand,SO65611,1,1,1120.49
214,00:00.0,17913,New Zealand,SO65611,2,1,34.99
605,00:00.0,27709,New Zealand,SO65612,1,1,539.99
214,00:00.0,27709,New Zealand,SO65612,2,1,34.99
489,00:00.0,27709,New Zealand,SO65612,3,1,53.99
355,00:00.0,14667,New Zealand,SO65613,1,1,2319.99
483,00:00.0,14667,New Zealand,SO65613,2,1,120
380,00:00.0,21408,New Zealand,SO65614,1,1,2443.35
355,00:00.0,14238,New Zealand,SO65615,1,1,2319.99
478,00:00.0,14238,New Zealand,SO65615,2,1,9.99
477,00:00.0,14238,New Zealand,SO65615,3,1,4.99
225,00:00.0,14238,New Zealand,SO65615,4,1,8.99
561,00:00.0,11112,New Zealand,SO65625,1,1,2384.07
214,00:00.0,11112,New Zealand,SO65625,2,1,34.99
564,00:00.0,12354,New Zealand,SO65626,1,1,2384.07
489,00:00.0,12354,New Zealand,SO65626,2,1,53.99
535,00:00.0,13634,New Zealand,SO65632,1,1,24.99
528,00:00.0,13634,New Zealand,SO65632,2,1,4.99
485,00:00.0,13634,New Zealand,SO65632,3,1,21.98
231,00:00.0,13634,New Zealand,SO65632,4,1,49.99
536,00:00.0,15264,New Zealand,SO65633,1,1,29.99
536,00:00.0,16695,New Zealand,SO65634,1,1,29.99
528,00:00.0,16695,New Zealand,SO65634,2,1,4.99
480,00:00.0,16695,New Zealand,SO65634,3,1,2.29
485,00:00.0,22925,New Zealand,SO65635,1,1,21.98
477,00:00.0,22925,New Zealand,SO65635,2,1,4.99
478,00:00.0,22925,New Zealand,SO65635,3,1,9.99
217,00:00.0,22925,New Zealand,SO65635,4,1,34.99
